Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
02/20/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0		WU/CD 
02/22/2016	00:00:00	Eliptical Trainer	0	35:00.00		Training					Had to go hard. HR 170s. Fixing up this little leg issue. 
02/22/2016	00:00:00	Core	0	20:00.00		Training					Core afterwards, too crowded in the gym to lift. 
02/23/2016	15:15:00	Eliptical Trainer	0	35:00.00		Training					HR 170's again, leg is feeling better by the day. Feeling the pressure mounting...in a good way...I think 
02/23/2016	15:55:00	Weight Lifting	0	35:00.00		Training					Chest, back, core. Can tell I haven't done this in a while. I would consider focusing more on lifting post college depending on how outdoor goes. 
02/24/2016	15:15:00	Weight Lifting	0	20:00.00		Training					Ellipticals were taken so I lifted briefly until one freed up. 1 exercise for biceps, triceps, forearms, core. 
02/24/2016	15:45:00	Eliptical Trainer	0	45:00.00		Training					H 160-175, heightened in the middle. Will start running on one of the next 3 days. 
02/25/2016	15:15:00	Eliptical Trainer	0	1:00:00.00		Training					HR 160s, anything else notable? Nope! 
02/26/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0		WML or something, tendon still hurt a little. 
02/27/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0		Tendon was more sore today than yesterday, felt good though. WML with Jason. 
02/28/2016	20:00:00	Running	9	1:00:00.00	Easy Run 	Training			0		Met up with Brendan after work and an awesome SAAC meeting. 2 campus loops, and football field. Legs felt awesome, and tendon soreness was at an all time low. 
02/29/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0		SQP-AW-Golf Course, with Brendan and Bert and kind of Jason and Kevin. Tendon slightly sore still, but not any worse. Legs feel great otherwise, as a typical switch from indoor to outdoor has me feeling.<br /><br /><br />8 strides 
03/01/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0		Barbour Rd - Golf Course, legs feel great again. Got my race plan for outdoor and it is better than I had imagined. 
03/01/2016	21:45:00	Eliptical Trainer	0	30:00.00		Training					Morning Elliptical 
03/02/2016	11:00:00	Eliptical Trainer	0	30:00.00		Training					Found out my dog is being put down today so I was very slow getting out the door. Went to Kaiser since it was open. HR 150s I think. 
03/02/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0		SQP-AW-Golf Course. My legs feel sooo strong. Man I hope this lasts. These last few runs are hands down the best I've had in quite a while. Hopefully this means I'll kill Friday's tempo back on the golf course (excited for this, like the good old days). 
03/03/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0		So last night I started feeling weird, and today I feel certain I have a cold. Felt bogged down. Fasttrack-Walnut. 
03/04/2016	00:00:00	Running	5.2	40:00.00	Easy Run 	Training			0		WU/CD...cool down sucked 
03/04/2016	07:00:00	Running	7.8	42:07.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Woke up feeling shitty, felt shitty on the warmup, but felt surprisingly decent on this. 14:14 loop 1, 14:11 loop 2, 13:41 loop 3 (5:08 pace) With Alex for the first 2, then decided to pick up and see what I had. Good to have him there, we work well.<br /><br /><br />*Currently laying in bed bundled up shivering like crazy. Think that tempo did more harm than good. 
03/05/2016	00:00:00	Running	0	00.00	Easy Run 	Training			0		Still sick, should not have worked as I felt worse at night than I did during the day. No run. 
03/06/2016	00:00:00	Running	0	00.00	Easy Run 	Training			0		In bed basically all day. DEAD, and called out sick from work. 
03/07/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0		Slater-Batterson with Brendan, Bert, and Tyler. Quick pace for most of it, felt pretty good, but a little achy and tired from being sick. Lingering cough was awful though.<br /><br /><br />8 strides 
03/08/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0		WU/CD 
03/08/2016	08:15:00	Eliptical Trainer	0	30:00.00		Training					Morning elliptical with Kevin. HR 150s. 
03/08/2016	15:15:00	Running	7	40:00.00	Fartlek 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	10 x 3 min hard 1 min easy at 10k effort. Felt a little rusty coming off of being sick, but really not bad at all other than the cough. The real issue was the fact that my balls were chaffing terribly by the 4th rep and got worse the faster I went, an embarrassing excuse for falling off Tyler and Bert, but its the truth. 
03/09/2016	10:15:00	Eliptical Trainer	0	30:00.00		Training					HR 150s 
03/09/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0		Beautiful day in the 70s, first no shirt day in a while (other than partially yesterday). Legs were sore so I went easier with Brendan. SQP-AW-SQP-Track. 
03/10/2016	15:30:00	Running	10	1:10:00.00	Easy Run 	Training			0		SQP-AW-WML-SQP. Started fast, then Dave caught me and we slowed up. Tendon was sore today which made m mad honestly. Looking forward to tomorrow's tempo. Looking for something fast. 
03/11/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0		WU/slow CD...sore 
03/11/2016	07:00:00	Running	7.8	43:07.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Not great, woke up late (my fault) and didn't really get to eat or drink anything. Got a cramp, and legs just hurt. 1 min slower than last week.<br /><br /><br />Loop 1: 14:30 (Thought wow that slow)<br />Loop 2: 14:03 (Felt like I was pushing, but ok)<br />Loop 3: 14:34 (Died once we hit the first hill, didn't make a big effort to move back up as I didn't feel great)<br /><br /><br />*PTT is getting progressively more painful again 
03/12/2016	00:00:00	Running	4.3	30:00.00	Easy Run 	Training			0		Easy day...before work. PTT sore again, and in general. 
03/13/2016	00:00:00	Running	15	1:45:00.00	Long Run 	Workout			0		WHR. Mostly with Blake, and Julio for parts. Chill pace, PTT hurts still, but no big deal. 
03/14/2016	00:00:00	Eliptical Trainer	0	30:00.00		Training					HR 140s 
03/14/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0		Started with 10 minutes at the track, 2 pond loops, 2 AW Loops (last one alone since no one else wanted to do it) back to the track for strides.<br /><br /><br />8 strides (felt much better on these than last week)<br /><br /><br />PTT feels better today for sure. At work Saturday the rep from trigger point came in and showed us to how to foam roll, and used me to demo manually massaging the soleus on it which hurt like a bitch, but I think it helped 2 days out from it. 
03/15/2016	00:00:00	Running	5	40:00.00	Easy Run 	Training			0		wu/cd...slowest cd ever (I say this every week, but this one takes it) 
03/15/2016	15:15:00	Running	7.5	00.00	12 x 800 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Rough workout, and super windy. Was feeling it by number 3, dipped down slow for the middle, and brought it back the best I could at the end.<br /><br /><br />Goal was 2:22 or 29:30 10k pace with 200 rest.<br /><br /><br />Splits:<br />02:20.8<br />02:22.0<br />02:23.5<br />02:25.9<br />02:27.6<br />02:28.5<br />02:30.3<br />02:35.7<br />02:31.8<br />02:30.2<br />02:25.2<br />02:24.4<br /><br /><br />Average about 2:27 or 30:37 10K pace...nothing great. Was going to stop at 10 as I felt beat, but was pissed and said screw it I'm finishing and going faster.<br /><br /><br />Felt terrible after. I don't get why this happens to me, seems more frequent lately too. Have IBS type stuff for hours immediately after, and my body feels sapped of all energy. Struggled to get to the cafe and get food. Now almost 3 hours later I still feel like shit. I hate this. I'm going to start taking supplements again. Will it help? I don't know, but I need to get in tip top shape quick so I'll do whatever it takes.<br /><br />
03/16/2016	00:00:00	Running	7	50:00.00	Easy Run 	Training			0		PTT is super painful today, effected the run. May have to xtrain a bit...AGAIN 
03/16/2016	00:00:00	Eliptical Trainer	0	20:00.00		Training					To get to 70 min 
03/17/2016	00:00:00	Eliptical Trainer	0	30:00.00		Training					Before class short session 
03/17/2016	00:00:00	Eliptical Trainer	0	1:10:00.00		Training					HR avg around 155...hoping to minimize the PTT issue so I can have a great week of training in SC 
03/18/2016	00:00:00	Running	7.8	41:17.00	Tempo Run 	Workout			0		Great tempo before break. PTT hurt a little during the first 2 loops, and the warm up. Measured it as 7.8 which makes sense off Dave's garmin.<br /><br /><br />Loop 1: 13:50<br />Loop 2: 13:43<br />Loop 3: 13:43<br /><br /><br /><br />
03/18/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0		wu/cd 
03/19/2016	08:15:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Morning loop, PTT kind of sore, but not nearly as much as I thought it would be 
03/20/2016	08:15:00	Running	15	1:45:00.00	Long Run 	Workout			0	ASICS Pursue 2 (03/19/2016)	WHR long run. Felt uncomfortable for the first 60, but the last 45 were a lot of fun (funny conversation) 
03/21/2016	17:00:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	After basically no sleep me and Kevin left for the airport at 3:45, arrived at my house at 12:50. Said hello to everyone then napped.<br /><br /><br />Ran a full golf course loop, then around the streets. Feeling generally tired, but we weren't slow.<br /><br /><br />8 strides 
03/22/2016	08:30:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Pretty beat from yesterday so pushing the workout to tomorrow. Felt tight for a lot of this. Ran to the May River, around Old Town Bluffton, then back. 
03/22/2016	17:15:00	Spinning	0	30:00.00		Training					Bike in the gym because they don't have an elliptical, still putting in the work while on break. Workout in the morning. 
03/23/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
03/23/2016	09:30:00	Running	7.5	00.00	30 x 400 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	30x400 go every 2 min, at Bluffton SC High School track. 70 degrees or so, beautiful. Just me and Kev doing a different workout. Hit alternating 70-71 for every rep other than a 72 on #25, a 68 on #29, and a 67 on #30. Felt way better than I assumed I would coming in. Mentally this was dare I say the easiest workout of the season? Yes, by far. Things are coming together, about 3 weeks to Mt. Sac. Time to keep sharpening up. 
03/24/2016	09:45:00	Spinning	0	30:00.00		Training					Was so beat from yesterday's workout and beach day. Got 9-10 hours of sleep. Morning bike in the gym. Planning to run at a wildlife preserve later. 
03/24/2016	16:30:00	Running	10	1:11:23.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Golf Course and neighborhoods with Kev, slowed down a little 40 min in as my legs were sore. Tomorrow will be interesting or the tempo. 
03/25/2016	00:00:00	Running	7.7	00.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Measured a road tempo in the neighborhood. More pounding than I like, but it was the easiest solution. Felt awful warming up as I've only had 1 day to recover. Gotta do what you gotta do. Each loop was 3.85 miles or so.<br /><br /><br />Loop 1: 22:05 (5:44 pace)<br />Loop 2: 20:46 (5:23 pace)<br />Total: 42:51 (5:33 avg)<br /><br /><br />The first 3 miles were truly tough, felt as if the full tempo might not workout (unintentional pun). Then on loop 2 I picked up a bit and decided to run at whatever felt smooth. Decided not to push towards the end. For the circumstances...not bad. 
03/25/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	By far the worst part of all this...blah 
03/26/2016	18:20:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Easy day in NB after work with Tyler, Kevin, and Brendan who we ran into in SQP 
03/27/2016	09:00:00	Running	15	1:45:00.00	Long Run 	Workout			0	ASICS Pursue 2 (03/19/2016)	Long run at Farmington with Dave, Kev, Jason, and Tyler. We also ran into Jon Krell. Legs were tight and I fell back at first. Then Dave and I ran together and started the fast finish. I fell off him after about 20 minutes and my legs were having no part of it and I slowed down. Probably evened out to 15 miles honestly. 
03/28/2016	11:00:00	Eliptical Trainer	0	30:00.00		Training					Little late, but I had some things that needed doing this morning. HR high 150s. 
03/28/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Nice and easy SQP-AW-Turf. My PTT is acting up again, but I really don't see anything I can do except hope it holds off enough for the next 8 weeks. Only willing to take minimal x-training breaks.<br /><br /><br />I'm feeling very in tune with my running right now. Doing my thing, not worrying about anything but just getting out there and doing what I need to do. Excited to have some fun on Saturday. Need to break 14:45. Man do I want to get some PRs though...I've been building up to this season for 2 years in one regard, and 8 years in another.<br /><br /><br />8 strides 
03/29/2016	14:15:00	Running	7.5	00.00	10 x 1000 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Disappointing...and while the wind made this tough, my legs did not feel great. I felt so much better last Wednesday, but my legs were fatigued today. I think last week is still hitting me as I felt bad Sunday on the fast finish too. Went out alone the first 3, Alex came up on 4, he lead 5,6,7 and I came back for 8, he lead 9, then I lead 10 kind of.<br /><br /><br />Splits: Deleted them as they were unrepresentative, but went from 3:00 up to like 3:12 back down to 3:10, and finished on a 3:03. 
03/29/2016	15:20:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	At least the CD was good. My PTT was sore on the warm-up, and somewhat this morning. 
03/30/2016	11:10:00	Eliptical Trainer	0	30:00.00		Training					HR 161, may end up x training more today or tomorrow depending on my PTT 
03/30/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Easy SQP-AW-Track with Brendan, Kyle, Bert, and Tyler. Exactly what I wanted. PTT was aggravated the entire time basically, and I thought about x-training but realized I was fine. 
03/31/2016	00:00:00	Weight Lifting	0	45:00.00		Training					Chest/back/core<br /><br /><br />I regret falling off, lost some strength. 
03/31/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Middle School-AW-SQP with Tyler Jason and Bert.<br /><br /><br />8 strides<br /><br /><br />I see the entries for the meet and there's some 4:01 mile kid in the 5k at 14:55. I really don't care who's in it, I just want to break 14:45 and be done with it...get this season rolling. 
04/01/2016	11:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Morning loop and then some, felt a bit tired. Ran with Ryan and Tyler. Ryan still likes taking the pace, but it is nice to see him so I don't mind. 
04/02/2016	00:00:00	Running	5.8	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
04/02/2016	00:00:00	Running	3.11	15:12.16	Competition 	Competition	CCSU T&F Meet	5K Run	2		So unbelievably bummed...how does this continue to happen. Brought it out in 4:44, then the UMASS runner said he'd help me and take the next mile (that was so nice, surprised me tbh) then I proceeded to die off in a pathetic effort.<br /><br /><br />Fell so out of sync and was not in it once I realized I had fallen well off pace. Knew I wasn't going to hit IC4A qualifying. I could hear the disappointment in peoples voices as I fell off more and more.<br /><br /><br />I need to get my head in the game, and my legs back under me. Running very low on opportunities these days. 
04/03/2016	08:00:00	Running	16	1:45:00.00	Long Run 	Workout			0	ASICS Pursue 2 (03/19/2016)	THANK YOU<br /><br /><br />A great long run here. Was very pissed this morning, and since my legs didn't feel too bad today, I decided to lead the group on the run which has been rare for me. Picked up as we went until the res when it was just Blake and I.<br /><br /><br />Had some good conversation, which moved the second half along.<br /><br /><br />I think I am pressuring myself too much still. I tell myself if I don't hit a certain split, pace, or time that I suck and I am not living up to the high standards I told myself I would reach almost 2 years ago. Junior year I had no pressure and no expectations. Just went in and did the workouts,which were all great. Raced great each week, and was just so fulfilled by the running. This is starting off completely opposite, though some workouts have been very good (2/3 of the tempos, and the 30 x 400). The 30 x 400 I had just myself to pace with, and was far away from everything which I think took away any stress. I just need to relax and let things happen. 
04/04/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Snowy winter run in April with Jason and Bert. Slater-Firehouse-CCSU. New loop is nice. Conditions were not great. Had a test today so I did not get to double this morning. Only supposed to double twice this week so I will do those on Tuesday/Wednesday/Thursday, whichever I feel. 
04/05/2016	00:00:00	Running	3	15:00.00	Fartlek 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	4 x 3 hard 1 min easy on Barbour and Fairway, avg 5:00 pace meaning the fast parts must have been pretty on 10k pace. Felt pretty good, a bit fatigued and sore, but much better than the last track workout. Ran the whole thing alone out front, and got near to the end of fairway road at the end. 
04/05/2016	00:00:00	Running	3	00.00	16 X 300 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	16 x 300, 50 second rest between reps, and 2 min rest after every set of 4. With Derek, Eric, Dave, and Jason. Lead the pace for a lot of it. Hit alternating 49-50 for all, and 48 for the last one. Felt way better than I thought, and noticed I could choose to run relaxed, or hard, 2 different types of effort and hit the same time either way. Got to get back to this relaxed running. Very much enjoyed this workout, glad we got away from the track. 
04/05/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	wu/cd 
04/06/2016	00:00:00	Eliptical Trainer	0	30:00.00		Training					Sam May Elliptical in the AM 
04/06/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	SQP-AW. Ran with Jason, Alex, Bert, and Ben to start, stopped to relieve myself, and they went back to the track to watch the workout. I decided to stay at AW. Legs are a little sore today. 
04/07/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Rainy run with Jason. Fire house-WML-Track<br /><br /><br />8 strides 
04/08/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
04/08/2016	07:00:00	Running	5.2	28:47.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	2 loop tempo. Nothing special. Alone the whole way, chilled after the first 3/4 of loop 1.<br /><br /><br />Loop 1: 14:09<br />Loop 2: 14:37<br /><br /><br />6 days until Mt. Sac! 
04/09/2016	20:15:00	Running	10.1	1:13:46.00	Long Run 	Workout			0	ASICS Pursue 2 (03/19/2016)	Not going to lie, legs were pretty beat today, just fatigued and I'm not sure why. Did a late run just because I wanted to. Enjoyed running at night, but did not enjoy the feel of the run. Ran Oak-Barbour-WML-back the same way. 
04/10/2016	00:00:00	Core	0	20:00.00		Training					core after running 
04/10/2016	08:00:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	At school. Continuing my taper. Legs felt similar to yesterday, so nothing fast here again.<br /><br /><br />Seeds are out for Mt. Sac and I'm in the slow heat. This may work in my favor though being that I have not raced a 10k in nearly 2 years and don't know how it will feel. I'm the 7th seed out of like 50 something. Should stick to the front.<br /><br /><br /><br />
04/11/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	wu/cd 
04/11/2016	15:15:00	Running	3.5	00.00	10x300, 4x200 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	10 x 300 w/100m rest Goal: 53 down<br /><br /><br />Splits: 53,51,52,50,51,51,52,51,51,50<br /><br /><br />4 x 200 w/200m rest<br /><br /><br />31,31,32,32<br /><br /><br />Legs feel a bit fatigued still. Goal was to relax and feel good on the 300s which I pretty much did. Didn't look at my watch and rather felt it out. Had no 2nd gear for the 200s. Got a massage from Jamal tonight which should help flush things out and loosen me up. 
04/12/2016	10:15:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Morning before leaving for Cali. Oak-extended WML-Barbour-home. Felt better today for sure. Need this trend to continue for Thursday. 
04/13/2016	00:00:00	Running	4.5	30:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Out and back from Ceritos College with Joe, Blake, and Brittany. 4 strides on the track which is old, but nice. Everything is in the bank, need to put all my training to work tomorrow and run something I can finally be really pleased with. 
04/14/2016	00:00:00	Running	3	21:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Great warmup, ran with a guy who goes to college at a small LA school, could not cool down due to my leg...I really hate saying that... 
04/14/2016	22:45:00	Running	6.22	30:58.00	Competition 	Competition	MT. SAC	10K Run	0		I don't even know what to say...I feel so bad and embarrassed. I felt great, smooth just like my 30 flat race. I kept holding on and moving with the pack. Then my left arch collapsed, and I pulled my calf. Couldn't run fast, and it all slipped away, wasted the biggest race of my life. I feel like one of those people who makes a dumb excuse for running bad, now I'll have to do this at IC4As... I'm not one to wallow in disappointment but damn, that hits hard, but I'll bounce back...I always make it happen. 
04/15/2016	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	After Brittany's race with Blake from the hotel and on some train tracks. Arch, outer leg, and calf all very sore, especially after this run. Still confused at what happened.<br /><br /><br />At the end of the day I really want to break 30 in the 10k, but if I don't its nothing to get to beat up over. I have 3 races left, 2 NECs, and 1 IC4As 10k, a fitting place to put it all out there. Received a job interview at Cigna today which also reinforced the fact that running isn't everything. I got a chance to run at one of the best meets in the country, and travel to California. Have to be grateful for that. 
04/16/2016	08:45:00	Running	14	1:42:23.00	Long Run 	Workout			0	ASICS Pursue 2 (03/19/2016)	Hollywood sign mountain run. Super hilly. Got halfway there with Brittany and Joe who turned back at Dante's peak. Me and Blake continued to above the Hollywood sign which was like 55 min out plus a 5 minute hike where I stopped my watch because it was real technical. This run contained the best views I've seen in my life, just amazing. Made the fact that my leg and foot were still bothering me completely fine. They are worse after this and I was limping around, but I could not regret this run if I wanted to. 
04/17/2016	00:00:00	Eliptical Trainer	0	45:00.00		Training					After flying back and getting no sleep. Elliptical, HR 150s. So tired, leg still hurts. Foam rolled. 
04/18/2016	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					Leg still hurts so I forced myself to x-train hoping the workout will be fine tomorrow. Did not double this morning because I had an interview at Cigna that I think went well. Will get those in throughout the week. 
04/19/2016	00:00:00	Running	3.5	00.00	Easy Run 	Training			0		WU where my leg got a little worse by the end, always gets me when I go around a corner or any turning motion. Did 2 x 300 and knew I should stop. Comical at this point, but as always I will deal. 
04/19/2016	15:45:00	Eliptical Trainer	0	45:00.00		Training					Went hard, HR up to 175 
04/20/2016	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					WU: 15 min<br />WO: 10 x 3 min hard 1 min easy (HR 175)<br />CD: 15 min<br /><br /><br />Getting all the benefit I can from this, leg felt better walking around. Been taking anti-inflammatory meds at each meal. 
04/21/2016	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					Work continues.<br /><br /><br />WU: 15 min<br />WO: 3 x 10min hard, 3:20 easy<br />CD: 15 min<br /><br /><br />Heart rate 178<br /><br /><br />A recommendation to those trying to get benefit from elliptical, aim for 2 incline and 10-11 resistance for hard interval, 8-10 resistance or something like that for easy. 
04/22/2016	08:00:00	Eliptical Trainer	0	1:10:00.00		Training					Elliptical, didn't go hard today so HR stayed in the 140s. Ran 2 100's on the track at the elementary school thing at the track, not good...not good. Hopefully it will be better tomorrow somehow. 
04/23/2016	00:00:00	Core	0	25:00.00		Training					core 
04/23/2016	18:30:00	Running	5.1	36:21.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	From Oak with Dave. Leg was ok, only felt anything when I hit bumps and stuff.<br /><br /><br />103 push-ups<br /><br />
04/24/2016	08:00:00	Running	10.2	1:12:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Farmington. Leg same as yesterday.<br /><br /><br />100 push-ups 
04/25/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	SQP-AW-Oak-Barbour. Felt really good, no leg pain either. Watched the steeple time trial after, congrats Jason.<br /><br /><br />8 strides<br /><br /><br />100 Pushups earlier in the day. Soreness mounting. 
04/26/2016	00:00:00	Running	5.5	41:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Great on the WU, hurting on the CD 
04/26/2016	15:15:00	Running	7	00.00	12x600 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Not too bad I'll say. Goal pace was 1:44 and hammer reps 4,8,12. Not perfect but with wind picking up a lot the second half and all I'll take this. Did 1-3 with Alex and the rest alone.<br /><br /><br />Splits: 1:45.3,1:45.9,1:45.6,1:40.6,1:45.9,1:45.4,1:46.4,1:44.9,1:47.5,1:46.3,1:47.8,1:46.9<br />AVG: 1:45.7<br /><br /><br />4 x 200 splits: (no top end speed at all, and my left quad was super sore for some reason)<br /><br /><br />32,33,33,34 
04/26/2016	22:00:00	Weight Lifting	0	1:00:00.00		Training					With Frey at home while watching the primary. Did biceps, forearms with weight which was a challenge. He is good at this stuff.<br /><br /><br />Keeping with the challenge:<br /><br /><br />100 pushups<br />15 pullups 
04/27/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	SQP-AW-Track mostly with Brendan and Bert. Felt ok, left quad still sore.<br /><br /><br />110 push-ups at night 
04/28/2016	14:30:00	Running	9	1:00:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Early and a bit short due to a job interview at 5:00 at New York life...if I'm good at it I would make bank, but I don't think I would like doing it. Hope the other jobs come through. 
04/29/2016	19:00:00	Running	5.2	28:10.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Last golf-course tempo as a member of the team. Not sure if I'm sad or not. Me Alex and Blake who did 3 loops.<br /><br /><br />14:22<br />13:47<br /><br /><br />Tired from being up late (my fault), and legs felt flat, but was a lot faster than I thought it was so that was good. Breathing is super relaxed, just got to juice the legs back up with some rest.<br /><br /><br />The final chapter is about to begin. 
04/30/2016	00:00:00	Core	0	25:00.00		Training					Core and 100 push-ups 
04/30/2016	19:30:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	With Tyler after work, felt pretty good. 
05/01/2016	08:00:00	Running	10.7	1:15:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	Final team long run at WHR. Most with Jason. Didn't sleep super well due to a problem with a washing machine in our house. Stretched after. NECs coming up quick! 
05/02/2016	15:15:00	Running	7.5	50:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	SQP-AW. Legs starting to feel loose for the first time this season. Got to get all this work done so I can just focus on the weekend though... 
05/03/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD. Refreshing to have my legs feel good. 
05/03/2016	15:15:00	Running	3.5	00.00	10x300, 4x200 	Workout			0		10 x 300, 4 x 200 with Bert and Derek. Good workout.<br /><br /><br />10 x 300 splits:<br />54,54,53,53,52,53,53,52,51,50<br /><br /><br />4 x 200 splits:<br />29.7,29.3,28.9,28.6<br /><br /><br />Small observation. Have had tough time getting my head in the 4 x 200s which have been consistently slow this season. Once I told myself I wouldn't slow down it became easier. May be the fastest avg 4 x 200 I've ever done...how sad haha. 
05/04/2016	00:00:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	SQP-AW feeling good but making sure not to push the pace.<br /><br /><br />Senior banquet got to me a bit, this is it right here, what I have looked forward to since breaking 32 in the 10k as a freshman...so much opportunity ahead. Time to capitalize. 
05/05/2016	11:15:00	Running	5	30:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	SQP-Track with Tyler and Alex<br /><br /><br />8 strides 
05/06/2016	03:15:00	Running	5	30:00.00	Strides 	Workout			0	ASICS Pursue 2 (03/19/2016)	Track and campus loop. Feeling so ready for this.<br /><br /><br />4 strides 
05/07/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Pursue 2 (03/19/2016)	WU/CD 
